entity1,entity2,measure_agm,measure_aml,measure_dome,measure_fcamap,measure_logmap,measure_logmapbio,measure_logmaplt,measure_pomap++,measure_wiktionary
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#White_matter_of_metencephalon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Brain_White_Matter,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mastoid_air_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#MicroRNA,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hook_of_right_hamate,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CTCAE_Grade_4_Myositis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cumulus_oophorus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#LC_Strong_1925-1927_12_Pr_Mice_Carrying_Various_Coat-colour_Alleles,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pyramid_of_medulla,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#B_Cattanach_Harwell_C3H_HeH_X_101H_F1-hpg_hypogonadal_Mutn,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Trunk_of_splenic_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Splenic_Arteriole,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Base_of_heart__clinical_,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Clinical_Study_by_Phase,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Endo_epithelium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Melanoma_Adhesion_Molecule,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_nails_of_toes,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Household_Activity,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Region_of_fibrous_mass_of_breast,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Breast_Fibrosis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_thyroid_cartilages,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thyroid_Cartilage,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glucose,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Erythrocyte-Brain_Glucose_Transporter_Type-1,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#CxC_chemokine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Small_Inducible_Cytokine-A19,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Microtubule_associated_protein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Serine-Threonine_Kinase-12,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Reticular_tissue,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pagetoid_Reticulosis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pleural_cavity,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thoracentesis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Muscle_layer_of_body_of_gallbladder,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gallbladder_MMHCC,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Surface_of_skeletal_muscle_fiber,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Muscle_Fibers_Slow-Twitch,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Crown_pulp,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Clonality,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_joints_of_T6_T7_vertebrae,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#T7_Vertebra,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Brodmann_area_42,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#_19q13_42,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_metacarpal_bones,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cubic_Foot,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Vasculature_of_integumentary_system,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Integumentary_System_Neoplasms,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Bile_canaliculus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Bile_Canaliculus,1.0,0.9801,1.0,1.0,0.5,0.5,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Descending_thin_limb,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fraternal_Twin,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cytoplasm_of_urothelial_cell_of_trigone_of_urinary_bladder,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Infiltrating_Bladder_Urothelial_Carcinoma_Lymphoma-like_Variant,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Zone_of_dorsum_of_tongue,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Dorsum_of_the_Tongue,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Plasma_membrane_of_paneth_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Paget_s_Cell,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Conducting_system_of_heart,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mitosis_Induction,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Frenulum_of_penis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#NCI_Strategic_Plan_to_Reduce_Health_Disparities,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Postcommissural_fornix,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#REL_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Prepyriform_area,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Affy_Probe_Correction_Method,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ischio_anal_fossa,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Population_Analysis,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lumen_of_extrapulmonary_bronchus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intrapulmonary_Bronchus,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_preganglionic_nerve_fibers,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Preganglionic_Autonomic_Fiber,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pancreatic_acinus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pancreatic_Disorder,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#N_cadherin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#NPH_Insulin,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Musculature_of_lower_limb,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Allogeneic_CD4_Specific_Memory_Th1-Like_T_Cell,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Enamel_of_right_upper_first_secondary_molar_tooth,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#_5q22_3,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Synaptic_cleft,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Synaptic_Junction_Pathway,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Epithelium_of_ciliary_body,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ciliary_Epithelium,1.0,0.95,1.0,1.0,0.83,0.83,1.0,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Primary_lens_fiber,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Primary_Lung_Meningioma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_openings_of_pulmonary_veins,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Opening,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glottis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glottis,1.0,0.9801,,1.0,0.74,0.74,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Smooth_muscle_fiber_of_large_intestine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intestinal_Smooth_Muscle_Tissue,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Loose_connective_tissue_of_submucosa_of_main_bronchus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Bronchus_Connective_Tissue,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lateral_part_of_intercalated_disc,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Computer_Hard_Disc,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cistern,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Western_Cherokee,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_geniculate_ganglion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Geniculate_Ganglion,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ground_substance,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Program_Review_Groups,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Interchondral_joint_of_right_5th_and_6th_ribs,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#_5th_Grade,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Decidual_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Residual_Chronic_Schizophrenia,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Root_of_mesentery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rat_Mesentery,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Euryon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Damon_Runyon_Cancer_Research_Foundation,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Promonocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Neoplastic_Promonocytes_in_Bone_Marrow_Markedly_Increased,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Inferior_lingular_bronchus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Dexpanthenol,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#T10_left_lateral_wall_of_left_ventricle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#L1_Stage_Finding,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Protoplasm_of_Type_EC1_enteroendocrine_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#COX7A2L_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pars_tuberalis_of_adenohypophysis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pituitary_Gland_Gangliocytoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Capsule_of_inferior_parathyroid_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Inferior_Parathyroid_Gland,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Acetylcholine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Butyrylcholinesterase,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Globular_actin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mole_per_Kilogram,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#B_lymphoblast,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#B-Lymphoblast,1.0,0.9801,1.0,1.0,,,,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Chief_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tanana_Chiefs,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lysosome_of_muscle_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lysosome,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_substantia_gelatinosa,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Substantia_Gelatinosa,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Alar_part_of_nasalis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Aletris_farinosa,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#T9_left_anterior_wall_of_left_ventricle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Testosterone_Enanthate,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Secretory_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Secretory_Carcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cervical_enlargement,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Enlargement,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Solitary_lymphoid_follicle_of_cecum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CTCAE_Grade_5_Salivary_Gland_Fistula,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_chambers_of_eyeball,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anterior_Chamber_of_the_Eye,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Neutral_glycosphingolipid,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Neural_Fibrolipoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nitrergic_neuron,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Nitrergic_Neurons,1.0,,,1.0,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Parietal_endothoracic_fascia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Muscle_and_Fasciae_of_the_Thorax,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Transverse_tarsal_joint,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nomogram_Chart,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Inferior_part_of_anterior_segmental_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#t_1_7_p33_q35,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Component_of_protein_complex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Coupler_Device_Component,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Helix,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Helix-Turn-Helix_Motif,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Bony_part_of_ethmoid,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ethmoid_Bone,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_inframammary_crease,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Right_Breast,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Serosa_of_small_intestine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intestinal_Serosal_Surface,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Superior_vesical_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Superior_Vesical_Artery,1.0,0.9801,1.0,1.0,0.66,0.66,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_peripheral_autonomic_plexuses_and_ganglia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CTCAE_Grade_2_Major_Visceral_Vein_Intra-Operative_Injury,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Haploid_nucleated_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Prednisolone,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Dartos_of_left_hemiscrotum,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Dartoic_Leiomyoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_branches_of_anterior_choroidal_artery_to_tail_of_caudate_nucleus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anterior_Caudate_Vein,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_phalanges_of_right_foot,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Phalanx_of_the_Foot,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hilum_of_lymph_node,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lymph_Node_Hilum,1.0,0.9207,1.0,1.0,0.74,0.74,1.0,,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_external_acoustic_tube,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#External_Ear_Lipoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Inferior_vestibular_nucleus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Spinal_Vestibular_Nucleus,1.0,0.95,1.0,1.0,0.78,0.78,1.0,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_cytoplasmic_organelles_of_juxtglomerular_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Juxtaglomerular_Cell,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pelvic_part_of_wall_of_ureter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Watt_per_Meter-Kelvin,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Squamous_cell_of_epidermis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Skin_Squamous_Cell_Carcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Azurophil_granule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Azurophilic_Granule,1.0,,,1.0,0.55,0.55,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Terminal_bronchiole,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Left_Lung_Terminal_Bronchiole,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_lower_secondary_canine_tooth,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#_27-35_27L_MART-1,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nasal_vestibule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nasal_Vestibule_Squamous_Papilloma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Parvocellular_part_of_lateral_vestibular_nucleus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lateral_Vestibular_Nucleus,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Posterior_renal_segment,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Posterior_Column,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Skeleton_of_hand,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Summary_Staging_Guide_1977,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Unencapsulated_nerve_ending,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Free_Nerve_Ending,1.0,0.9306,1.0,1.0,0.72,0.72,1.0,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hemocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Interleukin-6,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Epithelium_of_gall_bladder,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#GTPase-Activating_Protein,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Artery_of_round_ligament_of_uterus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Uterine_Ligament_Serous_Adenocarcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Taenia_coli_of_descending_colon,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ascending_Colon_Carcinoid_Tumor,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Orifice_of_major_duodenal_papilla,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ureter_Inverted_Papilloma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Brodmann_area_33,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#_1p36_33,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Intracranial_part_of_optic_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Intracranial_Nervous_System,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Suprarenal_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Suprarenal_Vein,1.0,0.9801,1.0,1.0,0.81,0.81,1.0,,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Tunica_intima_of_aorta,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tunica_Intima,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cellular_cement,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Juvenile_Fibroadenoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Biological_molecule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CD3Z_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lymph_node_of_head,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mouse_Lymph_Nodes_of_Head_Face_and_Neck,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glycophorin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#GYPA_wt_Allele,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_peripheral_nerves,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Peripheral_Neuroblastoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Branchial_efferent_nerve_fiber,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Bronchogenic_Carcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_female_breast,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Female_Breast_Carcinoma,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Plasma_transmembrane_protein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Transmembrane_Protein_Gene,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Male_external_urethral_sphincter,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Bulbomembranous_Urethra,1.0,,,,,,,,
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Dental_pulp_of_left_upper_first_premolar_tooth,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Packet_Dosing_Unit,1.0,,,,,,,,
