entity1,entity2,measure
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Transitional_epithelial_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Transitional_Cell,0.51
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Adventitia,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tunica_Adventitia,0.39
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Skin_of_knee,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Knee_Skin,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Helix,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Helix_Structure,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pectinate_line,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pectinate_Line,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Whole_portion_of_vitreous_humor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vitreous_Humor,0.57
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lacrimal_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lacrimal_Artery,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Dorsolateral_fasciculus_of_medulla,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tract_of_Lissauer,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Stratified_squamous_epithelium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Stratified_Squamous_Epithelium,0.74
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Longitudinal,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Longitudinal,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lobe_of_liver,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Liver_Lobe,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cranial,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Skull,0.36
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nitrergic_neuron,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nitrergic_Neuron,0.71
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_fungiform_papillae,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fungiform_Papilla,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Short_bone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Short_Bone,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anal_column,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anal_Column,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lateral_thoracic_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lateral_Thoracic_Artery,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_eyelids,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Eyelid,0.48
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Peripheral,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Peripheral,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Branch_of_ulnar_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ulnar_Artery_Branch,0.6
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Eighth_thoracic_vertebra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#T8_Vertebra,0.67
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pulmonary_alveolar_epithelium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Alveolar_Epithelium,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_interphalangeal_joints_of_foot,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Toe_Joint,0.05
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Integument_of_limb,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Skin_of_the_Extremity,0.11
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Basal_lamina,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lamina_Densa,0.17
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hyoid_bone,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hyoid_Bone,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Fissure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fissure,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cerebellopontine_angle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cerebellopontine_Angle,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Posterior,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Posterior,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Occluding_cell_junction,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Tight_Junction,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Crypt_of_Lieberkuhn_of_large_intestine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Large_Intestinal_Crypt_of_the_Lieberkuhn,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Inferior_parathyroid_gland,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Inferior_Parathyroid_Gland,0.72
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Outer_nuclear_layer_of_retina,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Outer_Nuclear_Layer_of_Retina,0.6
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Mesothelium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Mesothelium,0.52
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Leukocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Leukocyte,0.63
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Vestibular_nuclear_complex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vestibular_Nucleus,0.53
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Renal_column,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cortical_Column,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pelvis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pelvis,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Flexor_carpi_ulnaris,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Flexor_Carpi_Ulnaris,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Fascial_sheath_of_eyeball,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Substantia_Propria,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Thoracic_vertebra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thoracic_Vertebra,0.78
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Twelfth_thoracic_vertebra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#T12_Vertebra,0.67
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hepatic_macrophage,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Kupffer_Cell,0.71
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Elastic_cartilage,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Elastic_Cartilage,0.77
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Splenic_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Splenic_Artery,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Microtubule_triplet,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Microtubule_Triplet,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Endothelium_of_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vein_Endothelium,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Body_of_uterus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Corpus_Uteri,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Femoral_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Femoral_Nerve,0.57
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Subdivision_of_deep_femoral_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Deep_Femoral_Artery_Branch,0.63
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anterior_tibial_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anterior_Tibial_Vein,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_capsular_ligaments,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Capsular_Ligament,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cervical_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cervical_Nerve,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_aggregated_lymphoid_nodules_of_small_intestine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Peyer_s_Patch,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Subthalamic_nucleus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Subthalamic_Nucleus,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Vertebral_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Vertebral_Vein,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Helicotrema,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Helicotrema,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Zygomaticus_minor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Zygomaticus_Minor,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Abdominal_part_of_esophagus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Abdominal_Esophagus,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Parietal_lobe,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Parietal_Lobe_of_the_Brain,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Spinal_accessory_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Spinal_Accessory_Nerve,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Basophil,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Basophil,0.67
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sphenoidal_sinus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sphenoid_Sinus,0.52
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Talus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Astragalus,0.31
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Wall_of_lysosome,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Membrane_of_the_Lysosome,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Bowman_s_space,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Urinary_Space,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Left_colic_flexure,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Splenic_Flexure,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Endomysium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Endomysium,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nucleus_of_solitary_tract,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Solitary_Nucleus,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Small_cardiac_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Small_Cardiac_Vein,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Radius,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Radius,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Capsule_of_lymph_node,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lymph_Node_Capsule,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Musculoskeletal_system,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Musculoskeletal_System,0.68
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cartilage_of_external_ear,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#External_Ear_Cartilage,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Oxytocin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Therapeutic_Oxytocin,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glenohumeral_joint,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Shoulder_Joint,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Nucleolus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Nucleolus,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Pelvis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Pelvic,0.43
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Anus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Anus,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#E_cadherin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#E-Cadherin,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Immunoglobulin,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Immunoglobulin,0.67
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lymphatic_vessel,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lymphatic_Vessel,0.75
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_phalanges_of_foot,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Phalanx_of_the_Foot,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Zygomaticus_major,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Zygomaticus_Major,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Flexor_hallucis_longus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Flexor_Hallucis_Longus,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Axillary_vein,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Axillary_Vein,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Bone_of_talus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Astragalus,0.07
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cricothyroid_muscle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cricothyroid_Muscle,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Skeletal_muscle_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rhabdomyocyte,0.8
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Phosphatidylserine,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Phosphatidylserine,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Focal_adhesion_plaque,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cell-to-extracellular_Matrix_Junction,0.14
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Myocardium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Myocardium,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_tarsal_glands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Meibomian_Gland,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Placenta,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Placenta,0.65
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Perineal_muscle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Perineal_Muscle,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Osteocyte,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Osteocyte,0.65
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Atlanto_occipital_joint,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Atlanto-occipital_Joint,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Coronary_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Coronary_Artery,0.75
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Macrophage,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Macrophage,0.65
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Muscularis_mucosae_of_stomach,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gastric_Muscular_Coat,0.41
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Primary_ossification_center,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Primary_Ossification_Center,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Elastic_fiber,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Elastic_Fiber,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Neural_cell_adhesion_molecule,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#CD56_Antigen,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Broca_s_area,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Area_of_Broca,0.47
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Subcapsular_lens_epithelium,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Subcapsular_Epithelium_of_the_Lens,0.67
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Posterior_cerebral_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Posterior_Cerebral_Artery,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Third_sacral_vertebra,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#S3_Vertebra,0.68
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Villus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Villus,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Lateral_frontobasal_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lateral_Orbitofrontal_Artery,0.62
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Basal_cell_layer_of_epidermis,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Rete_Malpighii,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Set_of_conjunctival_glands,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gland_of_Krause,0.1
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Root_of_lumbar_spinal_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Lumbar_Spinal_Nerve_Root,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Hepatic_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Hepatic_Artery,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Gingiva,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Gingiva,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Sinus_venosus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sinus_Venosus,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Olfactory_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Olfactory_Nerve,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Toe,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Toe,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Valve_of_coronary_sinus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Coronary_Valve,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Flatus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Flatulence,0.34
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Stapes,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Stapes,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Cerebral_cortex,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cortex,0.54
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Phalanx_of_toe,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Foot_Phalanx,0.91
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Reticular_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Reticular_Cell,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Thorax,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thorax,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Levator_labii_superioris,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Levator_Labii_Superioris,0.66
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Glossopharyngeal_nerve,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Glossopharyngeal_Nerve,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Proprioceptor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Proprioceptor,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Descending_aorta,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Descending_Aorta,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Intercostal_muscle,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Intercostal_Muscle,1.0
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Flexor_digitorum_longus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Flexor_Digitorum_Longus,0.64
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Alveolar_macrophage,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Alveolar_Macrophage,0.71
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Brachial_artery,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Brachial_Artery,0.58
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Fundus_of_uterus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Fundus_Uteri,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Smooth_muscle_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Smooth_Muscle_Tissue_Cell,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Keratin_filament,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Keratin_Filament,0.77
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Right_inguinal_part_of_abdomen,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Right_Inguinal_Region,0.61
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Thyrotropin_releasing_factor,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Thyrotropin-Releasing_Hormone,0.39
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Teres_major,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Teres_Major_Muscle,0.59
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Kidney,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Renal,0.41
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Plasma_membrane_of_muscle_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Sarcolemma,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Surface_of_cell,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Cell_Surface,0.5
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Waist,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Waist,0.56
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Ventral_lateral_nucleus,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Ventrolateral_Nucleus_of_the_Thalamus,0.55
http://bioontology.org/projects/ontologies/fma/fmaOwlDlComponent_2_0#Geniculate_ganglion,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#Geniculate_Ganglion,0.62
